2CHRON 22:1	Ahaziah King of Judah	
2CHRON 22:10	Athaliah and Joash	
2CHRON 24:1	Joash Repairs the Temple	
2CHRON 24:17	The Wickedness of Joash	
2CHRON 25:1	Amaziah King of Judah	
2CHRON 26:1	Uzziah King of Judah	
2CHRON 27:1	Jotham King of Judah	
2CHRON 28:1	Ahaz King of Judah	
2CHRON 29:1	Hezekiah Purifies the Temple	
2CHRON 30:1	Hezekiah Celebrates the Passover	
#2CHRON 31:2	Contributions for Worship	
2CHRON 32:1	Sennacherib Threatens Jerusalem	
2CHRON 32:24	Hezekiah's Pride, Success and Death	
2CHRON 33:1	Manasseh King of Judah	
2CHRON 33:21	Amon King of Judah	
2CHRON 34:1	Josiah's Reforms	
2CHRON 34:14	The Book of the Law Found	
2CHRON 35:1	Josiah Celebrates the Passover	
2CHRON 35:20	The Death of Josiah	
#2CHRON 36:2	Jehoahaz King of Judah	
2CHRON 36:5	Jehoiakim King of Judah	
2CHRON 36:9	Jehoiachin King of Judah	
2CHRON 36:11	Zedekiah King of Judah	
2CHRON 36:15	The Fall of Jerusalem	
EZRA 1:1	Cyrus Helps the Exiles to Return	
EZRA 2:1	The List of the Exiles Who Returned	
EZRA 3:1	Rebuilding the Altar	
EZRA 3:7	Rebuilding the Temple	
EZRA 4:1	Opposition to the Rebuilding	
EZRA 4:6	Later Opposition Under Xerxes and Artaxerxes	
EZRA 5:1	Tattenai's Letter to Darius	
EZRA 6:1	The Decree of Darius	
EZRA 6:13	Completion and Dedication of the Temple	
EZRA 6:19	The Passover	
EZRA 7:1	Ezra Comes to Jerusalem	
EZRA 7:11	King Artaxerxes' Letter to Ezra	
EZRA 8:1	List of the Family Heads Returning With Ezra	
EZRA 8:15	The Return to Jerusalem	
EZRA 9:1	Ezra's Prayer About Intermarriage	
EZRA 10:1	The People's Confession of Sin	
EZRA 10:18	Those Guilty of Intermarriage	
NEH 1:1	Nehemiah's Prayer	
NEH 2:1	Artaxerxes Sends Nehemiah to Jerusalem	
NEH 2:11	Nehemiah Inspects Jerusalem's Walls	
NEH 3:1	Builders of the Wall	
NEH 4:1	Opposition to the Rebuilding	
NEH 5:1	Nehemiah Helps the Poor	
NEH 6:1	Further Opposition to the Rebuilding	
NEH 6:15	The Completion of the Wall	
NEH 7:4	The List of the Exiles Who Returned	
NEH 7:73	Ezra Reads the Law	
NEH 9:1	The Israelites Confess Their Sins	
NEH 9:38	The Agreement of the People	
NEH 11:1	The New Residents of Jerusalem	
NEH 12:1	Priests and Levites	
NEH 12:27	Dedication of the Wall of Jerusalem	
NEH 13:1	Nehemiah's Final Reforms	
ESTH 1:1	Queen Vashti Deposed	
ESTH 2:1	Esther Made Queen	
ESTH 2:19	Mordecai Uncovers a Conspiracy	
ESTH 3:1	Haman's Plot to Destroy the Jews	
ESTH 4:1	Mordecai Persuades Esther to Help	
ESTH 5:1	Esther's Request to the King	
ESTH 5:9	Haman's Rage Against Mordecai	
ESTH 6:1	Mordecai Honored	
ESTH 7:1	Haman Hanged	
ESTH 8:1	The King's Edict in Behalf of the Jews	
ESTH 9:1	Triumph of the Jews	
ESTH 9:18	Purim Celebrated	
ESTH 10:1	The Greatness of Mordecai	
JOB 1:1	Prologue	
JOB 1:6	Job's First Test	
JOB 2:1	Job's Second Test	
JOB 2:11	Job's Three Friends	
JOB 3:1	Job Speaks	
JOB 4:1	Eliphaz	
JOB 6:1	Job	
JOB 8:1	Bildad	
JOB 9:1	Job	
JOB 11:1	Zophar	
JOB 12:1	Job	
JOB 15:1	Eliphaz	
JOB 16:1	Job	
JOB 18:1	Bildad	
JOB 19:1	Job	
JOB 20:1	Zophar	
JOB 21:1	Job	
JOB 22:1	Eliphaz	
JOB 23:1	Job	
JOB 25:1	Bildad	
JOB 26:1	Job	
JOB 32:1	Elihu	
JOB 38:1	The LORD Speaks	
JOB 42:1	Job	
JOB 42:7	Epilogue	
PS 1:1	BOOK I : Psalms 1	
PS 3:1	A psalm of David. When he fled from his son Absalom.	
PS 4:1	For the director of music. With stringed instruments. A psalm of David.	
PS 5:1	For the director of music. For flutes. A psalm of David.	
PS 6:1	For the director of music. With stringed instruments. According to sheminith . A psalm of David.	
PS 7:1	A shiggaion of David, which he sang to the LORD concerning Cush, a Benjamite.	
PS 8:1	For the director of music. According to gittith . A psalm of David.	
PS 9:1	For the director of music. To the tune of ôThe Death of the Son.ö A psalm of David.	
PS 11:1	For the director of music. Of David.	
PS 12:1	For the director of music. According to sheminith . A psalm of David.	
PS 13:1	For the director of music. A psalm of David.	
PS 14:1	For the director of music. Of David.	
PS 15:1	A psalm of David.	
PS 16:1	A miktam of David.	
PS 17:1	A prayer of David.	
PS 18:1	For the director of music. Of David the servant of the LORD . He sang to the LORD the words of this song when the LORD delivered him from the hand of all his enemies and from the hand of Saul. He said:	
PS 19:1	For the director of music. A psalm of David.	
PS 20:1	For the director of music. A psalm of David.	
PS 21:1	For the director of music. A psalm of David.	
PS 22:1	For the director of music. To the tune of ôThe Doe of the Morning.ö A psalm of David.	
PS 23:1	A psalm of David.	
PS 24:1	Of David. A psalm.	
PS 25:1	Of David.	
PS 26:1	Of David.	
PS 27:1	Of David.	
PS 28:1	Of David.	
PS 29:1	A psalm of David.	
PS 30:1	A psalm. A song. For the dedication of the temple. Of David.	
PS 31:1	For the director of music. A psalm of David.	
PS 32:1	Of David. A maskil.	
PS 34:1	Of David. When he pretended to be insane before Abimelech, who drove him away, and he left.	
PS 35:1	Of David.	
PS 36:1	For the director of music. Of David the servant of the LORD .	
PS 37:1	Of David.	
PS 38:1	A psalm of David. A petition.	
PS 39:1	For the director of music. For Jeduthun. A psalm of David.	
PS 40:1	For the director of music. Of David. A psalm.	
PS 41:1	For the director of music. A psalm of David.	
PS 42:1	BOOK II : Psalms 42	
PS 44:1	For the director of music. Of the Sons of Korah. A maskil.	
PS 45:1	For the director of music. To the tune of ôLilies.ö Of the Sons of Korah. A maskil. A wedding song.	
PS 46:1	For the director of music. Of the Sons of Korah. According toalamoth. A song.	
PS 47:1	For the director of music. Of the Sons of Korah. A psalm.	
PS 48:1	A song. A psalm of the Sons of Korah.	
PS 49:1	For the director of music. Of the Sons of Korah. A psalm.	
PS 50:1	A psalm of Asaph.	
PS 51:1	For the director of music. A psalm of David. When the prophet Nathan came to him after David had committed adultery with Bathsheba.	
PS 52:1	For the director of music. A maskil of David. When Doeg the Edomite had gone to Saul and told him: ôDavid has gone to the house of Ahimelech.ö	
PS 53:1	For the director of music. According to mahalath. A maskil of David.	
PS 54:1	For the director of music. With stringed instruments. Amaskil of David. When the Ziphites had gone to Saul and said, ôIs not David hiding among us?ö	
PS 55:1	For the director of music. With stringed instruments. Amaskil of David.	
PS 56:1	For the director of music. To the tune of ôA Dove on Distant Oaks.ö Of David. A miktam . When the Philistines had seized him in Gath.	
PS 57:1	For the director of music. To the tune of ôDo Not Destroy.ö Of David. A miktam . When he had fled from Saul into the cave.	
PS 58:1	For the director of music. To the tune of ôDo Not Destroy.ö Of David. A miktam .	
PS 59:1	For the director of music. To the tune of ôDo Not Destroy.ö Of David. A miktam . When Saul had sent men to watch David's house in order to kill him.	
PS 60:1	For the director of music. To the tune of ôThe Lily of the Covenant.ö A miktam of David. For teaching. When he fought Aram Naharaim and Aram Zobah, and when Joab returned and struck down twelve thousand Edomites in the Valley of Salt.	
PS 61:1	For the director of music. With stringed instruments. Of David.	
PS 62:1	For the director of music. For Jeduthun. A psalm of David.	
PS 63:1	A psalm of David. When he was in the Desert of Judah.	
PS 64:1	For the director of music. A psalm of David.	
PS 65:1	For the director of music. A psalm of David. A song.	
PS 66:1	For the director of music. A song. A psalm.	
PS 67:1	For the director of music. With stringed instruments. A psalm. A song.	
PS 68:1	For the director of music. Of David. A psalm. A song.	
PS 69:1	For the director of music. To the tune of ôLilies.ö Of David.	
PS 70:1	For the director of music. Of David. A petition.	
PS 72:1	Of Solomon.	
PS 73:1	BOOK III 	
PS 74:1	A maskil of Asaph.	
PS 75:1	For the director of music. To the tune of ôDo Not Destroy.ö A psalm of Asaph. A song.	
PS 76:1	For the director of music. With stringed instruments. A psalm of Asaph. A song.	
PS 77:1	For the director of music. For Jeduthun. Of Asaph. A psalm.	
PS 78:1	A maskil of Asaph.	
PS 79:1	A psalm of Asaph.	
PS 80:1	For the director of music. To the tune of ôThe Lilies of the Covenant.ö Of Asaph. A psalm.	
PS 81:1	For the director of music. According to gittith. Of Asaph.	
PS 82:1	A psalm of Asaph.	
PS 83:1	A song. A psalm of Asaph.	
PS 84:1	For the director of music. According to gittith. Of the Sons of Korah. A psalm.	
PS 85:1	For the director of music. Of the Sons of Korah. A psalm.	
PS 86:1	A prayer of David.	
PS 87:1	Of the Sons of Korah. A psalm. A song.	
PS 88:1	A song. A psalm of the Sons of Korah. For the director of music. According to mahalath leannoth. A maskil of Heman the Ezrahite.	
PS 89:1	A maskil of Ethan the Ezrahite.	
PS 90:1	BOOK IV Psalms 90	
PS 92:1	A psalm. A song. For the Sabbath day.	
PS 98:1	A psalm.	
PS 100:1	A psalm. For giving thanks.	
PS 101:1	Of David. A psalm.	
PS 102:1	A prayer of an afflicted man. When he is faint and pours out his lament before the LORD .	
PS 103:1	Of David.	
PS 107:1	BOOK V Psalms 107	
PS 108:1	A song. A psalm of David.	
PS 109:1	For the director of music. Of David. A psalm.	
PS 110:1	Of David. A psalm.	
PS 119:1	Aleph	
PS 119:9	b Beth	
PS 119:17	g Gimel	
PS 119:25	d Daleth	
PS 119:33	h He	
PS 119:41	w Waw	
PS 119:49	z Zayin	
PS 119:57	x Heth	
PS 119:65	X Teth	
PS 119:73	y Yodh	
PS 119:81	k Kaph	
PS 119:89	l Lamedh	
PS 119:89 97 105 113 121 129 137 145 153 161 169
PS 120:1	A song of ascents.	
PS 121:1	A song of ascents.	
PS 122:1	A song of ascents. Of David.	
PS 123:1	A song of ascents.	
PS 124:1	A song of ascents. Of David.	
PS 125:1	A song of ascents.	
PS 126:1	A song of ascents.	
PS 127:1	A song of ascents. Of Solomon.	
PS 128:1	A song of ascents.	
PS 129:1	A song of ascents.	
PS 130:1	A song of ascents.	
PS 131:1	A song of ascents. Of David.	
PS 132:1	A song of ascents.	
PS 133:1	A song of ascents. Of David.	
PS 134:1	A song of ascents.	
PS 138:1	Of David.	
PS 139:1	For the director of music. Of David. A psalm.	
PS 140:1	For the director of music. A psalm of David.	
PS 141:1	A psalm of David.	
PS 142:1	A maskil of David. When he was in the cave. A prayer.	
PS 143:1	A psalm of David.	
PS 144:1	Of David.	
PS 145:1	A psalm of praise. Of David.	
PROV 1:1	Prologue: Purpose and Theme	
PROV 1:8	Exhortations to Embrace Wisdom	
PROV 1:20	Warning Against Rejecting Wisdom	
PROV 2:1	Moral Benefits of Wisdom	
PROV 3:1	Further Benefits of Wisdom	
PROV 4:1	Wisdom Is Supreme	
PROV 5:1	Warning Against Adultery	
PROV 6:1	Warnings Against Folly	
PROV 6:20	Warning Against Adultery	
PROV 7:1	Warning Against the Adulteress	
PROV 8:1	Wisdom's Call	
PROV 9:1	Invitations of Wisdom and of Folly	
PROV 10:1	Proverbs of Solomon 	
PROV 11:1	Proverbs of Solomon 	
PROV 12:1	Proverbs of Solomon 	
PROV 13:1	Proverbs of Solomon 	
PROV 14:1	Proverbs of Solomon 	
PROV 15:1	Proverbs of Solomon 	
PROV 16:1	Proverbs of Solomon 	
PROV 17:1	Proverbs of Solomon 	
PROV 18:1	Proverbs of Solomon 	
PROV 19:1	Proverbs of Solomon 	
PROV 20:1	Proverbs of Solomon 	
PROV 21:1	Proverbs of Solomon 	
PROV 22:1	Proverbs of Solomon 	
PROV 22:17	Sayings of the Wise	
PROV 25:1	More Proverbs of Solomon 	
PROV 26:1	More Proverbs of Solomon 	
PROV 27:1	More Proverbs of Solomon 	
PROV 28:1	More Proverbs of Solomon 	
PROV 29:1	More Proverbs of Solomon 	
PROV 30:1	Sayings of Agur	
PROV 31:1	Sayings of King Lemuel	
ECC 1:1	Everything Is Meaningless	
ECC 1:12	Wisdom Is Meaningless	
ECC 2:1	Pleasures Are Meaningless	
ECC 2:12	Wisdom and Folly Are Meaningless	
ECC 2:17	Toil Is Meaningless	
ECC 3:1	A Time for Everything	
ECC 4:1	Oppression, Toil, Friendlessness	
ECC 4:13	Advancement Is Meaningless	
ECC 5:1	Stand in Awe of God	
ECC 5:8	Riches Are Meaningless	
ECC 7:1	Wisdom	
#ECC 8:2	Obey the King	
ECC 9:1	A Common Destiny for All	
ECC 9:13	Wisdom Better Than Folly	
ECC 11:1	Bread Upon the Waters	
ECC 11:7	Remember Your Creator While Young	
ECC 12:9	The Conclusion of the Matter	
SONG 1:1	Beloved	
SONG 1:5	Friends	
SONG 1:8	Friends	
SONG 1:9	Lover	
SONG 1:12	Beloved	
SONG 1:15	Lover	
SONG 1:16	Beloved	
SONG 2:1	Beloved	
#SONG 2:2	Lover	
SONG 2:3	Beloved	
SONG 2:14	Lover	
SONG 2:16	Beloved	
SONG 4:1	Lover	
SONG 5:1	Lover	
#SONG 5:2	Friends	
SONG 5:9	Friends	
SONG 5:10	Beloved	
SONG 6:1	Friends	
#SONG 6:2	Beloved	
SONG 6:4	Lover	
SONG 6:10	Friends	
SONG 6:11	Lover	
SONG 7:10	Beloved	
SONG 8:5	Friends	
SONG 8:8	Friends	
SONG 8:10	Beloved	
SONG 8:13	Lover	
ISA 1:1	A Rebellious Nation	
ISA 2:1	The Mountain of the Lord	
ISA 2:7	The Day of the Lord	
ISA 3:1	Judgment on Jerusalem and Judah	
#ISA 4:2	The Branch of the Lord	
ISA 5:1	The Song of the Vineyard	
ISA 5:8	Woes and Judgments	
ISA 6:1	Isaiah's Commission	
ISA 7:1	The Sign of Immanuel	
ISA 8:1	Assyria, the LORD's Instrument	
ISA 8:11	Fear God	
ISA 9:1	To Us a Child Is Born	
ISA 9:8	The Lord's Anger Against Israel	
ISA 10:5	God's Judgment on Assyria	
ISA 10:20	The Remnant of Israel	
ISA 11:1	The Branch From Jesse	
ISA 12:1	Songs of Praise	
ISA 13:1	A Prophecy Against Babylon	
ISA 14:24	A Prophecy Against Assyria	
ISA 14:28	A Prophecy Against the Philistines	
ISA 15:1	A Prophecy Against Moab	
ISA 17:1	An Oracle Against Damascus	
ISA 18:1	A Prophecy Against Cush	
ISA 19:1	A Prophecy About Egypt	
ISA 20:1	A Prophecy Against Egypt and Cush	
ISA 21:1	A Prophecy Against Babylon	
ISA 21:11	A Prophecy Against Edom	
ISA 21:13	A Prophecy Against Arabia	
ISA 22:1	A Prophecy About Jerusalem	
ISA 23:1	A Prophecy About Tyre	
ISA 24:1	The LORD's Devastation of the Earth	
ISA 25:1	Praise to the LORD	
ISA 26:1	A Song of Praise	
ISA 27:1	Deliverance of Israel	
ISA 28:1	Woe to Ephraim	
ISA 29:1	Woe to David's City	
ISA 30:1	Woe to the Obstinate Nation	
ISA 31:1	Woe to Those Who Rely on Egypt	
ISA 32:1	The Kingdom of Righteousness	
ISA 32:9	The Women of Jerusalem	
ISA 33:1	Distress and Help	
ISA 34:1	Judgment Against the Nations	
ISA 35:1	Joy of the Redeemed	
ISA 36:1	Sennacherib Threatens Jerusalem	
ISA 37:1	Jerusalem's Deliverance Foretold	
ISA 37:14	Hezekiah's Prayer	
ISA 37:21	Sennacherib's Fall	
ISA 38:1	Hezekiah's Illness	
ISA 39:1	Envoys From Babylon	
ISA 40:1	Comfort for God's People	
ISA 41:1	The Helper of Israel	
ISA 42:1	The Servant of the Lord	
ISA 42:10	Song of Praise to the Lord	
ISA 42:18	Israel Blind and Deaf	
ISA 43:1	Israel's Only Savior	
ISA 43:14	God's Mercy and Israel's Unfaithfulness	
ISA 44:1	Israel the Chosen	
ISA 44:6	The LORD, Not Idols	
ISA 44:24	Jerusalem to Be Inhabited	
ISA 46:1	Gods of Babylon	
ISA 47:1	The Fall of Babylon	
ISA 48:1	Stubborn Israel	
ISA 48:12	Israel Freed	
ISA 49:1	The Servant of the LORD	
ISA 49:7	Restoration of Israel	
ISA 50:1	Israel's Sin and the Servant's Obedience	
ISA 51:1	Everlasting Salvation for Zion	
ISA 51:17	The Cup of the LORD's Wrath	
ISA 52:13	The Suffering and Glory of the Servant	
ISA 54:1	The Future Glory of Zion	
ISA 55:1	Invitation to the Thirsty	
ISA 56:1	Salvation for Others	
ISA 56:9	God's Accusation Against the Wicked	
ISA 57:12	Comfort for the Contrite	
ISA 58:1	True Fasting	
ISA 59:1	Sin, Confession and Redemption	
ISA 60:1	The Glory of Zion	
ISA 61:1	The Year of the LORD's Favor	
ISA 62:1	Zion's New Name	
ISA 63:1	God's Day of Vengeance and Redemption	
ISA 63:7	Praise and Prayer	
ISA 65:1	Judgment and Salvation	
ISA 65:17	New Heavens and a New Earth	
ISA 66:1	Judgment and Hope	
JER 1:1	The Call of Jeremiah	
JER 2:1	Israel Forsakes God	
JER 3:6	Unfaithful Israel	
JER 4:5	Disaster From the North	
JER 5:1	Not One Is Upright	
JER 6:1	Jerusalem Under Siege	
JER 7:1	False Religion Worthless	
JER 7:30	The Valley of Slaughter	
JER 8:4	Sin and Punishment	
JER 10:1	God and Idols	
JER 10:17	Coming Destruction	
JER 10:23	Jeremiah's Prayer	
JER 11:1	The Covenant Is Broken	
JER 11:18	Plot Against Jeremiah	
JER 12:1	Jeremiah's Complaint	
JER 12:5	God's Answer	
JER 13:1	A Linen Belt	
JER 13:12	Wineskins	
JER 13:15	Threat of Captivity	
JER 14:1	Drought, Famine, Sword	
JER 16:1	Day of Disaster	
JER 17:19	Keeping the Sabbath Holy	
JER 18:1	At the Potter's House	
JER 20:1	Jeremiah and Pashhur	
JER 20:7	Jeremiah's Complaint	
JER 21:1	God Rejects Zedekiah's Request	
JER 22:1	Judgment Against Evil Kings	
JER 23:1	The Righteous Branch	
JER 23:9	Lying Prophets	
JER 23:33	False Oracles and False Prophets	
JER 24:1	Two Baskets of Figs	
JER 25:1	Seventy Years of Captivity	
JER 25:15	The Cup of God's Wrath	
JER 26:1	Jeremiah Threatened With Death	
JER 27:1	Judah to Serve Nebuchadnezzar	
JER 28:1	The False Prophet Hananiah	
JER 29:1	A Letter to the Exiles	
JER 29:24	Message to Shemaiah	
JER 30:1	Restoration of Israel	
JER 32:1	Jeremiah Buys a Field	
JER 33:1	Promise of Restoration	
JER 34:1	Warning to Zedekiah	
JER 34:8	Freedom for Slaves	
JER 35:1	The Recabites	
JER 36:1	Jehoiakim Burns Jeremiah's Scroll	
JER 37:1	Jeremiah in Prison	
JER 38:1	Jeremiah Thrown Into a Cistern	
JER 38:14	Zedekiah Questions Jeremiah Again	
JER 39:1	The Fall of Jerusalem	
JER 40:1	Jeremiah Freed	
JER 40:7	Gedaliah Assassinated	
JER 41:16	Flight to Egypt	
JER 44:1	Disaster Because of Idolatry	
JER 45:1	A Message to Baruch	
JER 46:1	A Message About Egypt	
JER 47:1	A Message About the Philistines	
JER 48:1	A Message About Moab	
JER 49:1	A Message About Ammon	
JER 49:7	A Message About Edom	
JER 49:23	A Message About Damascus	
JER 49:28	A Message About Kedar and Hazor	
JER 49:34	A Message About Elam	
JER 50:1	A Message About Babylon	
JER 52:1	The Fall of Jerusalem	
JER 52:31	Jehoiachin Released	
LAM 1:1	How Lonely Sits the City	
LAM 2:1	The Lord Has Destroyed Without Pity	
LAM 3:1	Great is Your Faithfulness	
LAM 4:1	The Holy Stones Lie Scattered	
LAM 5:1	Restore Us to Yourself, O Lord	
EZEK 1:1	The Living Creatures and the Glory of the Lord	
EZEK 2:1	Ezekiel's Call	
EZEK 3:16	Warning to Israel	
EZEK 4:1	Siege of Jerusalem Symbolized	
EZEK 6:1	A Prophecy Against the Mountains of Israel	
EZEK 7:1	The End Has Come	
EZEK 8:1	Idolatry in the Temple	
EZEK 9:1	Idolaters Killed	
EZEK 10:1	The Glory Departs From the Temple	
EZEK 11:1	Judgment on Israel's Leaders	
EZEK 11:16	Promised Return of Israel	
EZEK 12:1	The Exile Symbolized	
EZEK 13:1	False Prophets Condemned	
EZEK 14:1	Idolaters Condemned	
EZEK 14:12	Judgment Inescapable	
EZEK 15:1	Jerusalem, A Useless Vine	
EZEK 16:1	An Allegory of Unfaithful Jerusalem	
EZEK 17:1	Two Eagles and a Vine	
EZEK 18:1	The Soul Who Sins Will Die	
EZEK 19:1	A Lament for Israel's Princes	
EZEK 20:1	Rebellious Israel	
EZEK 20:30	Judgment and Restoration	
EZEK 20:45	Prophecy Against the South	
EZEK 21:1	Babylon, God's Sword of Judgment	
EZEK 22:1	Jerusalem's Sins	
EZEK 23:1	Two Adulterous Sisters	
EZEK 24:1	The Cooking Pot	
EZEK 24:15	Ezekiel's Wife Dies	
EZEK 25:1	A Prophecy Against Ammon	
EZEK 25:8	A Prophecy Against Moab	
EZEK 25:12	A Prophecy Against Edom	
EZEK 25:15	A Prophecy Against Philistia	
EZEK 26:1	A Prophecy Against Tyre	
EZEK 27:1	A Lament for Tyre	
EZEK 28:1	A Prophecy Against the King of Tyre	
EZEK 28:20	A Prophecy Against Sidon	
EZEK 29:1	A Prophecy Against Egypt	
EZEK 30:1	A Lament for Egypt	
EZEK 31:1	A Cedar in Lebanon	
EZEK 32:1	A Lament for Pharaoh	
EZEK 32:17
EZEK 33:1	Ezekiel a Watchman	
EZEK 33:21	Jerusalem's Fall Explained	
EZEK 34:1	Shepherds and Sheep	
EZEK 35:1	A Prophecy Against Edom	
EZEK 36:1	A Prophecy to the Mountains of Israel	
EZEK 37:1	The Valley of Dry Bones	
EZEK 37:15	One Nation Under One King	
EZEK 38:1	A Prophecy Against Gog	
EZEK 40:1	The New Temple Area	
EZEK 40:5	The East Gate to the Outer Court	
EZEK 40:17	The Outer Court	
EZEK 40:20	The North Gate	
EZEK 40:24	The South Gate	
EZEK 40:28	Gates to the Inner Court	
EZEK 40:38	The Rooms for Preparing Sacrifices	
EZEK 40:44	Rooms for the Priests	
EZEK 40:48	The Temple	
EZEK 42:1	Rooms for the Priests	
EZEK 43:1	The Glory Returns to the Temple	
EZEK 43:13	The Altar	
EZEK 44:1	The Prince, the Levites, the Priests	
EZEK 45:1	Division of the Land	
EZEK 45:13	Offerings and Holy Days	
EZEK 47:1	The River From the Temple	
EZEK 47:13	The Boundaries of the Land	
EZEK 48:1	The Division of the Land	
EZEK 48:30	The Gates of the City	
DAN 1:1	Daniel's Training in Babylon	
DAN 2:1	Nebuchadnezzar's Dream	
DAN 2:24	Daniel Interprets the Dream	
DAN 3:1	The Image of Gold and the Fiery Furnace	
DAN 4:1	Nebuchadnezzar's Dream of a Tree	
DAN 4:19	Daniel Interprets the Dream	
DAN 4:28	The Dream Is Fulfilled	
DAN 5:1	The Writing on the Wall	
DAN 6:1	Daniel in the Den of Lions	
DAN 7:1	Daniel's Dream of Four Beasts	
DAN 7:15	The Interpretation of the Dream	
DAN 8:1	Daniel's Vision of a Ram and a Goat	
DAN 8:15	The Interpretation of the Vision	
DAN 9:1	Daniel's Prayer	
DAN 9:20	The Seventy ôSevensö	
DAN 10:1	Daniel's Vision of a Man	
#DAN 11:2	The Kings of the South and the North	
DAN 11:36	The King Who Exalts Himself	
DAN 12:1	The End Times	
HOSEA 1:1	Hosea's Wife and Children	
#HOSEA 2:2	Israel Punished and Restored	
HOSEA 3:1	Hosea's Reconciliation With His Wife	
HOSEA 4:1	The Charge Against Israel	
HOSEA 5:1	Judgment Against Israel	
HOSEA 6:1	Israel Unrepentant	
HOSEA 8:1	Israel to Reap the Whirlwind	
HOSEA 9:1	Punishment for Israel	
HOSEA 11:1	God's Love for Israel	
#Afrikaans Verse numbering in Hosea is screwy
HOSEA 11:12	Israel's Sin	
HOSEA 13:1	The Lord's Anger Against Israel	
HOSEA 14:1	Repentance to Bring Blessing	
JOEL 1:1	An Invasion of Locusts	
JOEL 1:13	A Call to Repentance	
JOEL 2:1	An Army of Locusts	
JOEL 2:12	Rend Your Heart	
JOEL 2:18	The LORD's Answer	
JOEL 2:28	The Day of the LORD	
JOEL 3:1	The Nations Judged	
JOEL 3:17	Blessings for God's People	
AMOS 1:1	Judgment on Israel's Neighbors	
AMOS 2:6	Judgment on Israel	
AMOS 3:1	Witnesses Summoned Against Israel	
AMOS 4:1	Israel Has Not Returned to God	
AMOS 5:1	A Lament and Call to Repentance	
AMOS 5:18	The Day of the LORD	
AMOS 6:1	Woe to the Complacent	
AMOS 6:8	The LORD Abhors the Pride of Israel	
AMOS 7:1	Locusts, Fire and a Plumb Line	
AMOS 7:10	Amos and Amaziah	
AMOS 8:1	A Basket of Ripe Fruit	
AMOS 9:1	Israel to Be Destroyed	
AMOS 9:11	Israel's Restoration	
OBAD 1:1	Edom Will Be Humbled	
MICAH 1:1	Jonah Flees From the LORD	
MICAH 2:1	Jonah's Prayer	
MICAH 3:1	Jonah Goes to Nineveh	
MICAH 4:1	Jonah's Anger at the Lord's Compassion	
MICAH 1:1	Judgment Against Samaria and Jerusalem	
MICAH 1:8	Weeping and Mourning	
MICAH 2:1	Man's Plans and God's	
MICAH 2:6	False Prophets	
MICAH 2:12	Deliverance Promised	
MICAH 3:1	Leaders and Prophets Rebuked	
MICAH 4:1	The Mountain of the LORD	
MICAH 5:1	A Promised Ruler From Bethlehem	
MICAH 5:6	Deliverance and Destruction	
MICAH 6:1	The LORD's Case Against Israel	
MICAH 6:9	Israel's Guilt and Punishment	
MICAH 7:1	Israel's Misery	
MICAH 7:8	Israel Will Rise	
MICAH 7:14	Prayer and Praise	
HAB 1:1	The Lord's Anger Against Nineveh	
HAB 2:1	Nineveh to Fall	
HAB 3:1	Woe to Nineveh	
HAB 1:1	Habakkuk's Complaint	
HAB 1:5	The Lord's Answer	
HAB 1:12	Habakkuk's Second Complaint	
#HAB 2:2	The LORD's Answer	
HAB 3:1	Habakkuk's Prayer	
ZEPH 1:1	Warning of Coming Destruction	
ZEPH 1:4	Against Judah	
ZEPH 1:14	The Great Day of the Lord	
ZEPH 2:4	Against Philistia	
ZEPH 2:8	Against Moab and Ammon	
ZEPH 2:12	Against Cush	
ZEPH 2:13	Against Assyria	
ZEPH 3:1	The Future of Jerusalem	
HAGG 1:1	A Call to Build the House of the LORD	
HAGG 2:1	The Promised Glory of the New House	
HAGG 2:10	Blessings for a Defiled People	
HAGG 2:20	Zerubbabel the LORD's Signet Ring	
ZECH 1:1	A Call to Return to the LORD	
ZECH 1:18	Four Horns and Four Craftsmen	
ZECH 2:1	A Man With a Measuring Line	
ZECH 3:1	Clean Garments for the High Priest	
ZECH 4:1	The Gold Lampstand and the Two Olive Trees	
ZECH 5:1	The Flying Scroll	
ZECH 5:5	The Woman in a Basket	
ZECH 6:1	Four Chariots	
ZECH 6:9	A Crown for Joshua	
ZECH 7:1	Justice and Mercy, Not Fasting	
ZECH 8:1	The LORD Promises to Bless Jerusalem	
ZECH 9:1	Judgment on Israel's Enemies	
#ZECH 9:2	An Oracle	
ZECH 9:9	The Coming of Zion's King	
ZECH 9:14	The LORD Will Appear	
ZECH 10:1	The LORD Will Care for Judah	
ZECH 11:4	Two Shepherds	
ZECH 12:1	Jerusalem's Enemies to Be Destroyed	
#ZECH 12:2	An Oracle	
ZECH 12:10	Mourning for the One They Pierced	
ZECH 13:1	Cleansing From Sin	
ZECH 13:7	The Shepherd Struck, the Sheep Scattered	
ZECH 14:1	The LORD Comes and Reigns	
MAL 1:1	Jacob Loved, Esau Hated	
MAL 1:6	Blemished Sacrifices	
MAL 2:1	Admonition for the Priests	
MAL 2:10	Judah Unfaithful	
MAL 2:17	The Day of Judgment	
MAL 3:6	Robbing God	
MAL 4:1	The Day of the LORD	
MATT 1:1	The Genealogy of Jesus	
MATT 1:18	The Birth of Jesus Christ	
MATT 2:1	The Visit of the Magi	
MATT 2:13	The Escape to Egypt	
MATT 2:19	The Return to Nazareth	
